Transaction ID,Transaction Date Time,Transaction Amount,Payment Method,Account Number,Account Name
TXN0980,2024-09-22 10:49:37,895.75,Net Banking,ACC8868963915,Account-251
TXN0981,2024-09-27 21:51:37,903.33,Bank Transfer,ACC9503599423,Account-637
TXN0982,2024-09-24 19:53:37,1107.67,Net Banking,ACC7559175394,Account-613
TXN0983,2024-09-24 22:28:37,811.43,Net Banking,ACC4661405655,Account-405
TXN0984,2024-09-09 06:12:37,2742.44,Debit Card,ACC5160191439,Account-838
TXN0985,2024-09-20 09:59:37,2571.41,UPI,ACC2231502023,Account-374
TXN0986,2024-10-01 20:14:37,4579.56,UPI,ACC6778840494,Account-639
TXN0987,2024-09-09 19:43:37,2307.98,Net Banking,ACC8481750208,Account-672
TXN0988,2024-09-19 00:35:37,1490.06,Net Banking,ACC2285403636,Account-989
TXN0989,2024-09-29 04:28:37,2180.34,Bank Transfer,ACC1475202360,Account-221
TXN0990,2024-09-12 10:06:37,1672.96,Net Banking,ACC3642339693,Account-266
TXN0991,2024-09-29 22:14:37,2469.79,Credit Card,ACC5499603841,Account-727
TXN0992,2024-09-21 01:41:37,2718.08,Credit Card,ACC4945811484,Account-681
TXN0993,2024-09-26 05:18:37,4914.14,Credit Card,ACC4539521462,Account-921
TXN0994,2024-09-06 06:57:37,1595.31,Credit Card,ACC9786253549,Account-304
TXN0995,2024-09-14 23:15:37,4867.38,Credit Card,ACC2328762107,Account-590
TXN0996,2024-09-15 19:08:37,4282.61,Net Banking,ACC6865425854,Account-351
TXN0997,2024-09-06 12:14:37,4270.03,Debit Card,ACC8599516752,Account-962
TXN0998,2024-10-03 02:10:37,1116.59,UPI,ACC3446611539,Account-890
TXN0999,2024-09-20 08:28:37,1977.46,Net Banking,ACC6192919078,Account-941
TXN1000,2024-09-06 20:09:37,2949.22,Net Banking,ACC4547038345,Account-163
